#hg19_chr	hg19_start	hg19_end	# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
18	11689013	11885683	chr18	11689014	11885684	18p11.21	18p11.21	139312	GNAL, DYT25	Guanine nucleotide-binding protein, alpha-subunit, olfactory type	GNAL	2774	ENSG00000141404		Dystonia 25, 615073 (3), Autosomal dominant	Gnal (MGI:95774)
18	12307667	12329824	chr18	12307668	12329825	18p11.21	18p11.21	615103	TUBB6, FPVEPD	Tubulin, beta-6	TUBB6	84617	ENSG00000176014	mutation identified in 1 FPVEPD family	?Facial palsy, congenitla, with ptosis and velopharyngeal dysfunction, 617732 (3), Autosomal dominant	Tubb6 (MGI:1915201)
18	12328942	12377307	chr18	12328943	12377308	18p11	18p11.21	604581	AFG3L2, SCA28, SPAX5	ATPase family gene 3-like 2	AFG3L2	10939	ENSG00000141385		Spastic ataxia 5, autosomal recessive, 614487 (3), Autosomal recessive; Spinocerebellar ataxia 28, 610246 (3), Autosomal dominant	Afg3l2 (MGI:1916847)
18	13882040	13915705	chr18	13882041	13915706	18p11.2	18p11.21	607397	MC2R	Melanocortin-2 receptor (ACTH receptor)	MC2R	4158	ENSG00000185231		Glucocorticoid deficiency, due to ACTH unresponsiveness, 202200 (3), Autosomal recessive	Mc2r (MGI:96928)
18	18822185	19108463	chr18	21242224	21528502	18q11.1	18q11.1-q11.2	617782	GREB1L, C18orf6, KIAA1772, RHDA3	GREB1-like protein	GREB1L	80000	ENSG00000141449		Renal hypodysplasia/aplasia 3, 617805 (3), Autosomal dominant	Greb1l (MGI:3576497)
18	19320752	19450913	chr18	21740791	21870952	18q11.2	18q11.2	608677	MIB1, MIB, DIP1, KIAA1323, LVNC7	Mindbomb E3 ubiquitin protein ligase 1	MIB1	57534	ENSG00000101752		Left ventricular noncompaction 7, 615092 (3), Autosomal dominant	Mib1 (MGI:2443157)
18	19749549	19782490	chr18	22169588	22202527	18q11.1-q11.2	18q11.2	601656	GATA6, AVSD5, ASD9, PACHD	GATA-binding protein-6	GATA6	2627	ENSG00000141448		Pancreatic agenesis and congenital heart defects, 600001 (3), Autosomal dominant; Atrial septal defect 9, 614475 (3), Autosomal dominant; Atrioventricular septal defect 5, 614474 (3), Autosomal dominant; Persistent truncus arteriosus, 217095 (3); Tetralogy of Fallot, 187500 (3), Autosomal dominant	Gata6 (MGI:107516)
18	20494083	20606448	chr18	22914120	23026485	18q11.2	18q11.2	604124	RBBP8, RIM, SCKL2, JWDS	Retinoblastoma-binding protein 8	RBBP8	5932	ENSG00000101773		Jawad syndrome, 251255 (3), Autosomal recessive; Pancreatic carcinoma, somatic (3); Seckel syndrome 2, 606744 (3), Autosomal recessive	Rbbp8 (MGI:2442995)
18	21086147	21166469	chr18	23506183	23586505	18q11-q12	18q11.2	607623	NPC1, NPC	NPC intracellular cholesterol transporter 1	NPC1	4864	ENSG00000141458	some families not linked to 18; type D prob. allelic	Niemann-Pick disease, type D, 257220 (3), Autosomal recessive; Niemann-Pick disease, type C1, 257220 (3), Autosomal recessive	Npc1 (MGI:1097712)
18	21269406	21535029	chr18	23689442	23955065	18q11.2	18q11.2	600805	LAMA3, LOCS	Laminin, alpha-3 (nicein, 150kD; kalinin, 165kD; BM600, 150kD; epiligrin)	LAMA3	3909	ENSG00000053747		Epidermolysis bullosa, junctional, Herlitz type, 226700 (3), Autosomal recessive; Laryngoonychocutaneous syndrome, 245660 (3), Autosomal recessive; Epidermolysis bullosa, generalized atrophic benign, 226650 (3), Autosomal recessive	Lama3 (MGI:99909)
18	23596216	23671180	chr18	26016252	26091216	18q11.2	18q11.2	600192	SS18, SSXT, SYT	Synovial sarcoma translocation, chromosome 18	SS18	6760	ENSG00000141380	5' SYST/3' SSRC in t(X;18)	Sarcoma, synovial (1)	Ss18 (MGI:107708)
18	23806408	23971648	chr18	26226444	26391684	18q11.2	18q11.2	601689	TAF4B, TAF2C2, TAFII105, SPGF13	TAF4b RNA polymerase II, TATA box-binding protein-associated factor, 105kD	TAF4B	6875	ENSG00000141384	mutation identified in 1 SPGF13 family	?Spermatogenic failure 13, 615841 (3), Autosomal recessive	Taf4b (MGI:2152345)
18	24034873	24237436	chr18	26454909	26657472	18q11.2	18q11.2	613420	KCTD1, SENS	Potassium channel tetramerization domain-containing 1	KCTD1	284252	ENSG00000134504		Scalp-ear-nipple syndrome, 181270 (3), Autosomal dominant	Kctd1 (MGI:1918269)
18	25512841	25757093	chr18	27932877	28177129	18q11.2	18q12.1	114020	CDH2, NCAD, ARVD14, ACOGS	Cadherin 2 (cadherin, neuronal type; N-cadherin)	CDH2	1000	ENSG00000170558		Arrhythmogenic right ventricular dysplasia, familial, 14, 618920 (3), Autosomal dominant; Agenesis of corpus callosum, cardiac, ocular, and genital syndrome, 618929 (3), Autosomal dominant	Cdh2 (MGI:88355)
18	28569330	28622780	chr18	30989364	31042814	18q12.1	18q12.1	600271	DSC3, DSC4	Desmocollin-3	DSC3	1825	ENSG00000134762	mutation identified in 1 HYPTSV family	?Hypotrichosis and recurrent skin vesicles, 613102 (3), Autosomal recessive	Dsc3 (MGI:1194993)
18	28638805	28682383	chr18	31058839	31102420	18q12.1	18q12.1	125645	DSC2, DSC3, ARVD11	Desmocollin-2	DSC2	1824	ENSG00000134755		Arrhythmogenic right ventricular dysplasia 11 with mild palmoplantar keratoderma and woolly hair, 610476 (3), Autosomal dominant, Autosomal recessive; Arrhythmogenic right ventricular dysplasia 11, 610476 (3), Autosomal dominant, Autosomal recessive	Dsc2 (MGI:103221)
18	28898122	28939208	chr18	31318159	31359245	18q12.1-q12.2	18q12.1	125670	DSG1, PPKS1, SPPK1, EPKHE	Desmoglein-1	DSG1	1828	ENSG00000134760	pemphigus foliaceous antigen	Keratosis palmoplantaris striata I, AD, 148700 (3), Autosomal dominant; Erythroderma, congenital, with palmoplantar keratoderma, hypotrichosis, and hyper IgE, 615508 (3), Autosomal recessive	Dsg1a,Dsg1b (MGI:94930,MGI:2664357)
18	28956739	28995753	chr18	31376776	31415790	18q12	18q12.1	607892	DSG4, LAH, HYPT6	Desmoglein 4	DSG4	147409	ENSG00000175065		Hypotrichosis 6, 607903 (3), Autosomal recessive	Dsg4 (MGI:2661061)
18	29078139	29128970	chr18	31498176	31549007	18q12.1-q12.2	18q12.1	125671	DSG2, ARVD10, ARVC10, CMD1BB	Desmoglein-2	DSG2	1829	ENSG00000046604		Arrhythmogenic right ventricular dysplasia 10, 610193 (3), Autosomal dominant; Cardiomyopathy, dilated, 1BB, 612877 (3)	Dsg2 (MGI:1196466)
18	29171839	29178783	chr18	31591876	31598820	18q11.2-q12.1	18q12.1	176300	TTR, PALB	Transthyretin (prealbumin)	TTR	7276	ENSG00000118271		Amyloidosis, hereditary, transthyretin-related, 105210 (3), Autosomal dominant; [Dystransthyretinemic hyperthyroxinemia], 145680 (3), Autosomal dominant; Carpal tunnel syndrome, familial, 115430 (3), Autosomal dominant	Ttr (MGI:98865)
18	29598547	29670718	chr18	32018584	32090755	18q12.1	18q12.1	610432	RNF125, TRAC1, TNORS	RING finger protein 125	RNF125	54941	ENSG00000101695		Tenorio syndrome, 616260 (3), Autosomal dominant	
18	31158182	31331158	chr18	33578218	33751194	18q12.1	18q12.1	615115	ASXL3, KIAA1713, BRPS	ASXL transcriptional regulator 3	ASXL3	80816	ENSG00000141431		Bainbridge-Ropers syndrome, 615485 (3), Autosomal dominant	Asxl3 (MGI:2685175)
18	32073253	32471807	chr18	34493289	34891843	18q12.1-q12.2	18q12.1	601239	DTNA, D18S892E, DRP3, LVNC1	Dystobrevin, alpha (dystrophin-related protein 3)	DTNA	1837	ENSG00000134769		Left ventricular noncompaction 1, with or without congenital heart defects, 604169 (3), Autosomal dominant	Dtna (MGI:106039)
18	32556891	32723433	chr18	34976927	35143469	18q12	18q12.1-q12.2	605789	MAPRE2, EB2, RP1, CSCSC2	Microtubule-associated protein, RP/EB family, member 2	MAPRE2	10982	ENSG00000166974		Symmetric circumferential skin creases, congenital, 2, 616734 (3), Autosomal dominant	
18	33709861	33760519	chr18	36129898	36180556	18q12.2	18q12.2	616054	ELP2, STATIP1, MRT58	Elongator acetyltransferase complex, subunit 2	ELP2	55250	ENSG00000134759		Mental retardation, autosomal recessive 58, 617270 (3), Autosomal recessive	Elp2 (MGI:1889642)
18	33767459	33852119	chr18	36187496	36272156	18q12.2	18q12.2	613274	MOCOS, MCS, XAN2	Molybdenum cofactor sulfurase	MOCOS	55034	ENSG00000075643		Xanthinuria, type II, 603592 (3), Autosomal recessive	Mocos (MGI:1915841)
18	42260036	42648474	chr18	44680071	45068509	18q12.31	18q12.3	611060	SETBP1, KIAA0437, SEB, MRD29	SET-binding protein 1	SETBP1	26040	ENSG00000152217	fused with NUP98 in ALL	Mental retardation, autosomal dominant 29, 616078 (3), Autosomal dominant; Schinzel-Giedion midface retraction syndrome, 269150 (3), Autosomal dominant	Setbp1 (MGI:1933199)
18	43304091	43332484	chr18	45724126	45752519	18q11-q12	18q12.3	613868	SLC14A1, JK, UTE, UT1	Solute carrier family 14 (urea transporter), member 1 (Kidd blood group)	SLC14A1	6563	ENSG00000141469	previous suggestion of chr.7 or chr.2	[Blood group, Kidd], 111000 (3)	Slc14a1 (MGI:1351654)
18	43380550	43547304	chr18	45800585	45967338	18q12.3-q21.1	18q12.3-q21.1	615068	EPG5, KIAA1632, HEEW1, VICIS	Ectopic P-granules autophagy protein 5 homolog	EPG5	57724	ENSG00000152223		Vici syndrome, 242840 (3), Autosomal recessive	Epg5 (MGI:1918673)
18	43660213	43684198	chr18	46080247	46104232	18q21.1	18q21.1	164360	ATP5F1A, ATP5A1, ATPM, ATP5A, ORM, MC5DN4, COXPD22	ATP synthase F1, alpha subunit	ATP5F1A	498	ENSG00000152234	pseudogenes on chr. 2, chr. 9, and chr.16; mutation identified in 1 MC5DN4 family and 1 COXPD22 family	?Mitochondrial complex V (ATP synthase) deficiency, nuclear type 4, 615228 (3), Autosomal recessive; ?Combined oxidative phosphorylation deficiency 22, 616045 (3), Autosomal recessive	Atp5a1 (MGI:88115)
18	44056923	44237182	chr18	46476960	46657219	18q12-q21	18q21.1	613072	LOXHD1, DFNB77	Lipoxygenase homology domains-containing 1	LOXHD1	125336	ENSG00000167210		Deafness, autosomal recessive 77, 613079 (3), Autosomal recessive	
18	44679204	44702734	chr18	47152833	47176363	18q21.1	18q21.1	609382	IER3IP1, MEDS	Immediate-early response 3-interacting protein 1	IER3IP1	51124	ENSG00000134049		Microcephaly, epilepsy, and diabetes syndrome, 614231 (3), Autosomal recessive	Ier3ip1 (MGI:1913441)
18	46446222	46477080	chr18	48919852	48950710	18q21.1	18q21.1	602932	SMAD7, MADH7, CRCS3	SMAD family member 7	SMAD7	4092	ENSG00000101665		{Colorectal cancer, susceptibility to, 3}, 612229 (3)	Smad7 (MGI:1100518)
18	46562756	46987078	chr18	49036386	49460708	18q12-q21.1	18q21.1	607461	DYM, FLJ90130, DMC, SMC	Dymeclin	DYM	54808	ENSG00000141627		Smith-McCort dysplasia, 607326 (3), Autosomal recessive; Dyggve-Melchior-Clausen disease, 223800 (3), Autosomal recessive	Dym (MGI:1918480)
18	47349158	47721516	chr18	49822788	50195146	18q21	18q21.1	606540	MYO5B, KIAA1119	Myosin VB	MYO5B	4645	ENSG00000167306		Microvillus inclusion disease, 251850 (3), Autosomal recessive	Myo5b (MGI:106598)
18	47753562	47792864	chr18	50227192	50266494	18q21.1	18q21.1	614759	CCDC11, HTX6	Coiled-coil domain-containing protein 11	CFAP53	220136	ENSG00000172361		Heterotaxy, visceral, 6, autosomal recessive, 614779 (3), Autosomal recessive	Cfap53 (MGI:1921703)
18	48556582	48611411	chr18	51030212	51085041	18q21.1	18q21.2	600993	SMAD4, MADH4, DPC4, JIP, MYHRS	SMAD family member 4	SMAD4	4089	ENSG00000141646		Polyposis, juvenile intestinal, 174900 (3), Autosomal dominant; Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome, 175050 (3), Autosomal dominant; Myhre syndrome, 139210 (3), Autosomal dominant; Pancreatic cancer, somatic, 260350 (3)	Smad4 (MGI:894293)
18	49866541	51062268	chr18	52340171	53535898	18q21.3	18q21.2	120470	DCC, MRMV1, HGPPS2	Deleted in colorectal carcinoma	DCC	1630	ENSG00000187323		Esophageal carcinoma, somatic, 133239 (3); Gaze palsy, familial horizontal, with progressive scoliosis, 2, 617542 (3), Autosomal recessive; Mirror movements 1 and/or agenesis of the corpus callosum, 157600 (3), Autosomal dominant; Colorectal cancer, somatic, 114500 (3)	Dcc (MGI:94869)
18	52889415	53303187	chr18	55222184	55635956	18q21.2	18q21.2	602272	TCF4, SEF2, ITF2, PTHS, FECD3	Transcription factor-4 (immunoglobulin transcription factor-2)	TCF4	6925	ENSG00000196628		Corneal dystrophy, Fuchs endothelial, 3, 613267 (3), Autosomal dominant; Pitt-Hopkins syndrome, 610954 (3), Autosomal dominant	Tcf4 (MGI:98506)
18	55211608	55253939	chr18	57544376	57586707	18q21.3	18q21.31	612386	FECH, FCE, EPP1	Ferrochelatase	FECH	2235	ENSG00000066926		Protoporphyria, erythropoietic, 1, 177000 (3), Autosomal recessive	Fech (MGI:95513)
18	55313657	55471053	chr18	57646425	57803821	18q21	18q21.31	602397	ATP8B1, FIC1, BRIC, PFIC1, ICP1	ATPase, class I, type 8B, member 1	ATP8B1	5205	ENSG00000081923		Cholestasis, intrahepatic, of pregnancy, 1, 147480 (3), Autosomal dominant; Cholestasis, progressive familial intrahepatic 1, 211600 (3), Autosomal recessive; Cholestasis, benign recurrent intrahepatic, 243300 (3), Autosomal recessive	Atp8b1 (MGI:1859665)
18	55711457	56068771	chr18	58044225	58401539	18q21	18q21.31	606384	NEDD4L, KIAA0439, RSP5, PVNH7	Ubiquitin protein ligase NEDD4-like	NEDD4L	23327	ENSG00000049759		Periventricular nodular heterotopia 7, 617201 (3), Autosomal dominant	Nedd4l (MGI:1933754)
18	56338651	56421708	chr18	58671419	58754476	18q21	18q21.32	604860	MALT1, MLT, IMD12	MALT1 paracaspase	MALT1	10892	ENSG00000172175	fused with API2 in MALT lymphoma	Immunodeficiency 12, 615468 (3), Autosomal recessive	Malt1 (MGI:2445027)
18	56934269	56940685	chr18	59267037	59273453	18q21.3	18q21.32	601881	RAX, RX, MCOP3	Retina and anterior neural fold homeobox gene	RAX	30062	ENSG00000134438		Microphthalmia, isolated 3, 611038 (3), Autosomal recessive	Rax (MGI:109632)
18	56995054	57026496	chr18	59327822	59359264	18q21.3-q22	18q21.32	601567	LMAN1, ERGIC53, F5F8D, MCFD1	Lectin, mannose-binding, 1	LMAN1	3998	ENSG00000074695		Combined factor V and VIII deficiency, 227300 (3), Autosomal recessive	Lman1 (MGI:1917611)
18	57098170	57365412	chr18	59430938	59698180	18q21.32	18q21.32	612753	CCBE1, KIAA1983, HKLLS1	Collagen and calcium-binding EGF domain-containing protein 1	CCBE1	147372	ENSG00000183287		Hennekam lymphangiectasia-lymphedema syndrome 1, 235510 (3), Autosomal recessive	Ccbe1 (MGI:2445053)
18	58038294	58040007	chr18	60371061	60372774	18q22	18q21.32	155541	MC4R, BMIQ20	Melanocortin-4 receptor	MC4R	4160	ENSG00000166603		{Obesity, resistence to (BMIQ20)}, 618306 (3); Obesity (BMIQ20), 618406 (3), Autosomal dominant, Autosomal recessive	Mc4r (MGI:99457)
18	59708396	59854350	chr18	62041163	62187117	18q21.33	18q21.33	606097	PIGN, MCAHS1	Phosphatidylinositol glycan, class N	PIGN	23556	ENSG00000197563		Multiple congenital anomalies-hypotonia-seizures syndrome 1, 614080 (3), Autosomal recessive	Pign (MGI:1351629)
18	59992519	60058520	chr18	62325286	62391287	18q22.1	18q21.33	603499	TNFRSF11A, RANK, ODFR, FEO, OPTB7, PDB2	Tumor necrosis factor receptor superfamily, member 11A	TNFRSF11A	8792	ENSG00000141655		Osteolysis, familial expansile, 174810 (3), Autosomal dominant; {Paget disease of bone 2, early-onset}, 602080 (3), Autosomal dominant; Osteopetrosis, autosomal recessive 7, 612301 (3), Autosomal recessive	Tnfrsf11a (MGI:1314891)
18	60790578	60987512	chr18	63123345	63320279	18q21.3	18q21.33	151430	BCL2	B-cell CLL/lymphoma-2	BCL2	596	ENSG00000171791	most frequent hematologic malignancy t(14;18)(q32;q21)	Leukemia/lymphoma, B-cell, 2 (3)	Bcl2 (MGI:88138)
18	60994958	61034466	chr18	63327725	63367233	18q21.3	18q21.33	136440	KDSR, FVT1, EKVP4	3-ketodihydrosphingosine reductase	KDSR	2531	ENSG00000119537	~10kb 5' to BCL2	Erythrokeratodermia variabilis et progressiva 4, 617526 (3), Autosomal recessive	Kdsr (MGI:1918000)
18	61420280	61472609	chr18	63753046	63805375	18q21.3	18q21.33	603357	SERPINB7, MEGSIN, PPKN	Serpin peptidase inhibitor, clade B (ovalbumin), member 7	SERPINB7	8710	ENSG00000166396		Palmoplantar keratoderma, Nagashima type, 615598 (3), Autosomal recessive	Serpinb7 (MGI:2151053)
18	61637262	61687012	chr18	63970028	64019778	18q21.3	18q22.1	601697	SERPINB8, PI8, CAP2, PSS5	Serpin family B, member 8	SERPINB8	5271	ENSG00000166401		Peeling skin syndrome 5, 617115 (3), Autosomal recessive	Serpinb8 (MGI:894657)
18	67670266	67872961	chr18	70003030	70205725	18q22.2	18q22.2	610436	RTTN, MSSP	Rotatin	RTTN	25914	ENSG00000176225		Microcephaly, short stature, and polymicrogyria with seizures, 614833 (3), Autosomal recessive	Rttn (MGI:2179288)
18	71918080	71959214	chr18	74250845	74291979	18q23	18q22.3	613218	CYB5A, MCB5, METAG	Cytochrome b5	CYB5A	1528	ENSG00000166347	pseudogenes on X, 14q, 20p; mutation identified in 1 MET5 patient	Methemoglobinemia and ambiguous genitalia, 250790 (3), Autosomal recessive	Cyb5a (MGI:1926952)
18	72922751	73001900	chr18	75210796	75289945	18q22.3	18q22.3	614427	TSHZ1, TSH1, CAA	Teashirt zinc finger homeobox 1	TSHZ1	10194	ENSG00000179981		Aural atresia, congenital, 607842 (3), Autosomal dominant	Tshz1 (MGI:1346031)
18	77439802	77516624	chr18	79679802	79756624	18q23	18q23	604927	CTDP1, FCP1, CCFDN	C-terminal domain of RNA polymerase II subunit A, phosphatase of, subunit 1	CTDP1	9150	ENSG00000060069		Congenital cataracts, facial dysmorphism, and neuropathy, 604168 (3), Autosomal recessive	Ctdp1 (MGI:1926953)
18	77730812	77793935	chr18	79970812	80033935	18q23	18q23	611595	TXNL4A, DIM1, BMKS	Thioredoxin-like 4A	TXNL4A	10907	ENSG00000141759		Burn-McKeown syndrome, 608572 (3), Autosomal recessive	Txnl4a (MGI:1351613)
19	571282	583492	chr19	571282	583492	19p13.3	19p13.3	109480	BSG	Basigin (blood group OK)	BSG	682	ENSG00000172270		[Blood group, OK], 111380 (3)	Bsg (MGI:88208)
19	850996	856249	chr19	850996	856249	19p13.3	19p13.3	130130	ELANE, ELA2, SCN1	Elastase, neutrophil-expressed	ELANE	1991	ENSG00000197561		Neutropenia, severe congenital 1, autosomal dominant, 202700 (3), Autosomal dominant; Neutropenia, cyclic, 162800 (3), Autosomal dominant	Elane (MGI:2679229)
19	859663	863640	chr19	859663	863640	19p13.3	19p13.3	134350	CFD, ADN	Complement factor D	CFD	1675	ENSG00000197766		Complement factor D deficiency, 613912 (3), Autosomal recessive	Cfd (MGI:87931)
19	916692	921004	chr19	916692	921004	19p13.3	19p13.3	604161	KISS1R, GPR54, HH8, CPPB1	KISS1 receptor	KISS1R	84634	ENSG00000116014	mutation identified in 1 CPPB1 patient	Hypogonadotropic hypogonadism 8 with or without anosmia, 614837 (3), Autosomal recessive; ?Precocious puberty, central, 1, 176400 (3), Autosomal dominant	Kiss1r (MGI:2148793)
19	1040105	1065570	chr19	1040106	1065571	19p13.3	19p13.3	605414	ABCA7, ABCX, AD9	ATP-binding cassette, subfamily A, member 7	ABCA7	10347	ENSG00000064687		{Alzheimer disease 9, susceptibility to}, 608907 (3), Autosomal dominant	Abca7 (MGI:1351646)
19	1103992	1106777	chr19	1103993	1106778	19p13.3	19p13.3	138322	GPX4, SMDS	Glutathione peroxidase-4 (phospholipid hydroperoxidase)	GPX4	2879	ENSG00000167468		Spondylometaphyseal dysplasia, Sedaghatian type, 250220 (3), Autosomal recessive	Gpx4 (MGI:104767)
19	1205776	1228429	chr19	1205777	1228430	19p13.3	19p13.3	602216	STK11, PJS, LKB1	Serine/threonine protein kinase-11	STK11	6794	ENSG00000118046		Testicular tumor, somatic, 273300 (3); Peutz-Jeghers syndrome, 175200 (3), Autosomal dominant; Melanoma, malignant, somatic (3); Pancreatic cancer, somatic, 260350 (3)	Stk11 (MGI:1341870)
19	1241749	1244823	chr19	1241750	1244824	19p13.3	19p13.3	603150	ATP5F1D, ATP5D, MC5DN5	ATP synthase F1 subunit delta	ATP5F1D	513	ENSG00000099624		Mitochondrial complex V (ATP synthase) deficiency, 618120 (3), Autosomal recessive	Atp5d (MGI:1913293)
19	1383902	1395582	chr19	1383903	1395583	19p13	19p13.3	601825	NDUFS7, PSST, MC1DN3	NADH-ubiquinone oxidoreductase core subunit S7	NDUFS7	374291	ENSG00000115286		Mitochondrial complex I deficiency, nuclear type 3, 618224 (3), Autosomal recessive	Ndufs7 (MGI:1922656)
19	1397024	1401540	chr19	1397025	1401541	19p13.3	19p13.3	601240	GAMT, CCDS2	Guanidinoacetate methyltransferase	GAMT	2593	ENSG00000130005		Cerebral creatine deficiency syndrome 2, 612736 (3), Autosomal recessive	Gamt (MGI:1098221)
19	1446266	1473242	chr19	1446267	1473243	19p13.3	19p13.3	612034	APC2, APCL, SOTOS3	APC regulator of WNT signaling pathway 2	APC2	10297	ENSG00000115266	mutation identified in 1 SOTOS3 family	?Sotos syndrome 3, 617169 (3), Autosomal recessive; Cortical dysplasia, complex, with other brain malformations 10, 618677 (3), Autosomal recessive	Apc2 (MGI:1346052)
19	1491179	1497925	chr19	1491180	1497926	19p13.3	19p13.3	609346	REEP6, DP1L1, TB2L1, C19orf32, RP77	Receptor expression-enhancing protein 6	REEP6	92840	ENSG00000115255		Retinitis pigmentosa 77, 617304 (3), Autosomal recessive	Reep6 (MGI:1917585)
19	1609290	1652613	chr19	1609291	1652614	19p13.3	19p13.3	147141	TCF3, E2A, AGM8	Transcription factor-3 (E2A immunoglobulin enhancer-binding factors E12/E47)	TCF3	6929	ENSG00000071564		Agammaglobulinemia 8, autosomal dominant, 616941 (3), Autosomal dominant	Tcf3 (MGI:98510)
19	1905397	1913445	chr19	1905398	1913446	19p13.3	19p13.3	615302	ADAT3, TAD3, MRT36	Adenosine deaminase, tRNA-specific, 3	ADAT3	113179	ENSG00000213638		Mental retardation, autosomal recessive 36, 615286 (3), Autosomal recessive	Adat3 (MGI:1924344)
19	2100986	2151564	chr19	2100987	2151565	19p13.3	19p13.3	607246	AP3D1, HPS10	Adaptor-related protein complex 3, delta-1 subunit	AP3D1	8943	ENSG00000065000	mutation identified in 1 HPS10 patient	?Hermansky-Pudlak syndrome 10, 617050 (3), Autosomal recessive	Ap3d1 (MGI:107734)
19	2249321	2252071	chr19	2249322	2252072	19p13.3-p13.2	19p13.3	600957	AMH, MIF	Anti-Mullerian hormone	AMH	268	ENSG00000104899		Persistent Mullerian duct syndrome, type I, 261550 (3), Autosomal recessive	Amh (MGI:88006)
19	2428163	2456956	chr19	2428165	2456958	19p13.3	19p13.3	150341	LMNB2, LMN2, EPM9	Lamin B2	LMNB2	84823	ENSG00000176619	mutation identified in 1 EPM9 family	{Lipodystrophy, partial, acquired, susceptibility to}, 608709 (3), Autosomal dominant; ?Epilepsy, progressive myoclonic, 9, 616540 (3), Autosomal recessive	Lmnb2 (MGI:96796)
19	2977407	2995181	chr19	2977409	2995183	19p13.3	19p13.3	612399	TLE6, GRG6, PREMBL	TLE family member 6, subcortical maternal complex member	TLE6	79816	ENSG00000104953		Preimplantation embryonic lethality, 616814 (3), Autosomal recessive	Tle6 (MGI:2149593)
19	3094359	3123996	chr19	3094361	3123998	19p13	19p13.3	139313	GNA11, HHC2, HYPOC2	Guanine nucleotide-binding protein, Gq class, GNA11	GNA11	2767	ENSG00000088256		Hypocalciuric hypercalcemia, type II, 145981 (3), Autosomal dominant; Hypocalcemia, autosomal dominant 2, 615361 (3), Autosomal dominant	Gna11 (MGI:95766)
19	3585475	3593538	chr19	3585477	3593540	19p13.3	19p13.3	608792	GIPC3, DFNB15, DFNB72, DFNB95	GAIP C-terminus-interacting protein 3	GIPC3	126326	ENSG00000179855		Deafness, autosomal recessive 15, 601869 (3), Autosomal recessive	Gipc3 (MGI:2387006)
19	3594504	3608746	chr19	3594506	3608748	19p13.3	19p13.3	188070	TBXA2R, BDPLT13	Thromboxane A2 receptor	TBXA2R	6915	ENSG00000006638		{Bleeding disorder, platelet-type, 13, susceptibility to}, 614009 (3), Autosomal dominant	Tbxa2r (MGI:98496)
19	3630178	3700483	chr19	3630180	3700485	19p13.3	19p13.3	606102	PIP5K1C, LCCS3	Phosphatidylinositol-4-phosphate 5-kinase, type I, gamma	PIP5K1C	23396	ENSG00000186111		Lethal congenital contractural syndrome 3, 611369 (3), Autosomal recessive	Pip5k1c (MGI:1298224)
19	3769086	3772225	chr19	3769088	3772227	19p13.3	19p13.3	610362	RAX2, RAXL1, QRX, CORD11, ARMD6	Retina and anterior neural fold homeobox 2	RAX2	84839	ENSG00000173976	mutation identified in 1 ARMD6 patient	?Macular degeneration, age-related, 6, 613757 (3); Cone-rod dystrophy 11, 610381 (3), Autosomal dominant	
19	3880682	3928079	chr19	3880684	3928081	19p13.3	19p13.3	608179	ATCAY, CLAC, KIAA1872	Caytaxin	ATCAY	85300	ENSG00000167654		Ataxia, cerebellar, Cayman type, 601238 (3), Autosomal recessive	Atcay (MGI:2448730)
19	3976053	3985460	chr19	3976055	3985462	19pter-q12	19p13.3	130610	EEF2, EF2, SCA26	Eukaryotic translation elongation factor-2	EEF2	1938	ENSG00000167658	mutation identified in 1 family	?Spinocerebellar ataxia 26, 609306 (3), Autosomal dominant	Eef2 (MGI:95288)
19	4090318	4124180	chr19	4090320	4124183	19p13.3	19p13.3	601263	MAP2K2, PRKMK2, MEK2, MKK2, CFC4	Mitogen-activated protein kinase kinase 2	MAP2K2	5605	ENSG00000126934	previously assigned to 7q32	Cardiofaciocutaneous syndrome 4, 615280 (3), Autosomal dominant	Map2k2 (MGI:1346867)
19	4360365	4400543	chr19	4360368	4400546	19p13.3	19p13.3	601768	SH3GL1, EEN	SH3 domain GRB2-like 1 (Extra 11-19 leukemia fusion gene)	SH3GL1	6455	ENSG00000141985		Leukemia, acute myeloid, 601626 (1), Autosomal dominant, Somatic mutation	Sh3gl1 (MGI:700010)
19	4542599	4581495	chr19	4542587	4581483	19p13.3	19p13.3	608873	SEMA6B, EPM11	Semaphorin 6B	SEMA6B	10501	ENSG00000167680		Epilepsy, progressive myoclonic, 11, 618876 (3), Autosomal dominant	Sema6b (MGI:1202889)
19	4815943	4831723	chr19	4815931	4831711	19p13.3	19p13.3	607601	TICAM1, TRIF, IIAE6	TIR domain-containing adaptor molecule 1	TICAM1	148022	ENSG00000127666		{Encephalopathy, acute, infection-induced (herpes-specific), susceptibility to, 6}, 614850 (3), Autosomal dominant, Autosomal recessive	Ticam1 (MGI:2147032)
19	5678424	5680906	chr19	5678413	5680895	19p13.3	19p13.3	616658	MICOS13, C19orf70, MIC13, QIL1	Mitochondrial contact site and cristae organizing system subunit 13	MICOS13	125988	ENSG00000174917		Combined oxidative phosphorylation deficiency 37, 618329 (3), Autosomal recessive	Micos13 (MGI:2442174)
